Iter  Part1  Part2  Part3  Part4  Part5  Part6  Part7  Part8  Part9  Part10  Part11  Part12  Part13  Part14  Part15  Part16  Part17  Part18  Part19  Part20  Part21  Part22  Part23  Part24  Part25  Part26  Part27  Part28  Part29  Part30  Part31  Part32  Part33  Part34  Part35  Part36  Part37  Part38  Part39  Part40  
69   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01   1.6427827E+01  
70   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
71   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
72   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
73   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
74   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
75   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
76   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
77   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
78   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
79   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
80   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
81   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
82   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
83   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
84   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
85   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
86   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
87   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
88   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
89   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
90   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
91   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
92   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
93   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
94   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
95   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
96   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
97   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
98   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
99   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
100   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
101   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
102   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
103   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
104   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
105   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
106   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01   1.5059106E+01  
