Iter  Part1  Part2  Part3  Part4  Part5  Part6  Part7  Part8  Part9  Part10  Part11  Part12  Part13  Part14  Part15  Part16  Part17  Part18  Part19  Part20  Part21  Part22  Part23  Part24  Part25  Part26  Part27  Part28  Part29  Part30  Part31  Part32  Part33  Part34  Part35  Part36  Part37  Part38  Part39  Part40  
31   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
32   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
33   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
34   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
35   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
36   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
37   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
38   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
39   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
40   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
41   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
42   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
43   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
44   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
45   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
46   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
47   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
48   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
49   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
50   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
51   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
52   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
53   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
54   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
55   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
56   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
57   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
58   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
59   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
60   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
61   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
62   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
63   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
64   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
65   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
66   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
67   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
68   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01   1.6438954E+01  
