Iter  GoF  Param1  Param2  Param3  Param4  Param5  Param6  Param7  Param8  Param9  Param10  
127   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
128   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
129   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
130   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
131   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
132   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
133   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
134   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
135   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
136   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
137   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
138   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
139   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
140   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
141   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
142   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
143   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
144   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
145   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
146   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
147   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
148   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
149   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
150   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
151   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
152   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
153   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
154   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
155   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
156   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
157   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
158   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
159   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
160   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
161   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
162   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
163   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
164   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
165   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
166   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
167   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
168   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
169   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
170   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
171   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
172   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
173   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
174   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
175   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
176   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
177   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
178   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
179   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
180   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
181   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
182   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
183   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
184   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
185   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
186   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
187   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
188   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
189   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
190   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
191   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
192   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
193   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
194   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
195   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
196   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
197   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
198   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
199   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
200   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
201   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
202   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
203   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
204   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
205   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
206   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
207   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
208   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
209   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
210   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
211   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
212   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
213   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
214   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
215   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
216   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
217   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
218   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
219   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
220   1.5059106E+01   2.5754677E+01  -6.1522497E+00  -6.3281542E+00   2.8054702E+00   1.2845550E+01  -1.3448569E+01   8.6771615E+00   6.8284377E+00   9.2898238E+00   8.1660581E+00  
